age,study_hours_per_day,uses_ai,ai_usage_time_minutes,ai_dependency_score,ai_generated_content_percentage,ai_prompts_per_week,ai_ethics_score,last_exam_score,assignment_scores_avg,attendance_percentage,concept_understanding_score,study_consistency_index,improvement_rate,sleep_hours,social_media_hours,tutoring_hours,class_participation_score,final_score,passed,ai_usage_hours,ai_study_ratio,score_gap,performance_encoded,ai_tools_used_ChatGPT,ai_tools_used_Claude,ai_tools_used_Copilot,ai_tools_used_Gemini,ai_usage_purpose_Coding,ai_usage_purpose_Doubt Solving,ai_usage_purpose_Exam Prep,ai_usage_purpose_Homework,ai_usage_purpose_Notes,grade_level,performance_category
15,4.3,1,87,7,59,50,8,69,50.1,96.1,8,9.9,-9.4,5.5,4.0,3.8,8,61.2,1.0,1.45,0.3372093023255814,-7.799999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
21,5.9,1,151,4,79,23,7,86,47.7,98.2,3,1.3,16.0,4.7,4.6,0.4,4,57.0,1.0,2.5166666666666666,0.42655367231638414,-29.0,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
19,1.5,1,124,8,9,97,5,90,85.4,89.9,2,6.1,11.6,6.6,2.7,0.5,4,67.7,1.0,2.066666666666667,1.377777777777778,-22.299999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
15,2.3,0,80,5,72,72,1,20,41.9,86.2,5,8.9,16.8,8.2,4.6,4.7,2,36.8,1.0,1.3333333333333333,0.5797101449275363,16.799999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0
18,3.5,1,6,7,77,60,7,90,69.6,72.7,3,7.6,27.2,8.6,4.1,4.0,1,68.4,1.0,0.1,0.028571428571428574,-21.599999999999994,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1
14,1.4,1,73,6,65,1,9,86,96.9,72.4,10,8.7,-14.4,4.3,5.0,2.0,1,76.4,1.0,1.2166666666666666,0.8690476190476191,-9.599999999999994,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2
23,0.6,1,82,5,56,108,3,28,66.8,76.6,7,7.3,-8.5,8.6,0.3,4.9,1,40.3,1.0,1.3666666666666667,0.4509803921568628,12.299999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
19,2.4,0,23,7,41,88,8,54,86.5,99.0,10,1.2,-3.1,4.9,0.3,4.9,7,60.3,1.0,0.38333333333333336,0.15972222222222224,6.299999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
22,5.3,1,136,4,53,75,3,32,47.9,42.0,2,8.9,8.2,7.0,3.4,5.0,3,29.0,1.0,2.2666666666666666,0.4276729559748428,-3.0,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,0
14,0.7,1,113,7,84,54,3,45,34.1,68.3,7,6.6,15.1,6.2,2.3,1.9,1,36.4,1.0,1.8833333333333333,0.4509803921568628,-8.600000000000001,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0
24,2.9,0,14,3,41,3,7,64,54.4,52.7,2,3.2,-1.7,7.5,4.8,2.7,5,47.7,1.0,0.23333333333333334,0.08045977011494253,-16.299999999999997,0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
24,4.7,1,112,8,65,114,6,70,70.2,76.4,7,7.1,-13.4,6.6,1.0,3.3,6,67.5,1.0,1.8666666666666667,0.3971631205673759,-2.5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
23,5.7,1,121,10,69,103,5,44,74.8,75.0,7,5.6,10.4,5.9,1.5,4.1,1,68.6,1.0,2.0166666666666666,0.3538011695906432,24.599999999999994,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
16,5.9,0,85,4,10,57,7,75,67.5,96.1,4,7.5,-16.4,4.4,2.5,1.0,2,57.6,1.0,1.4166666666666667,0.2401129943502825,-17.4,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
20,2.8,1,144,4,66,12,9,58,60.3,60.9,10,5.3,1.8,4.1,5.4,1.6,3,65.7,1.0,2.4,0.8571428571428572,7.700000000000003,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
17,5.7,1,18,1,10,92,1,22,99.0,86.7,3,1.9,-17.4,5.2,0.8,1.8,3,57.0,1.0,0.3,0.05263157894736842,35.0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
22,0.7,0,8,8,3,95,10,94,78.2,83.5,9,9.2,-6.9,7.7,4.7,4.2,1,80.9,1.0,0.13333333333333333,0.1904761904761905,-13.099999999999994,2,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,2
16,4.6,0,63,5,78,26,1,72,96.8,66.4,1,7.1,-13.4,7.1,5.9,2.4,1,74.1,1.0,1.05,0.2282608695652174,2.0999999999999943,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1
18,4.0,1,37,9,89,29,5,52,42.4,71.6,4,7.4,6.8,6.1,4.5,2.9,4,46.9,1.0,0.6166666666666667,0.15416666666666667,-5.100000000000001,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0
16,1.9,1,135,3,99,109,8,81,100.0,67.7,10,7.9,-5.9,6.7,3.3,3.9,9,78.4,1.0,2.25,1.1842105263157896,-2.5999999999999943,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,2
20,3.3,0,133,5,78,102,7,86,79.2,96.1,4,5.6,-16.7,7.0,3.3,3.2,3,65.6,1.0,2.216666666666667,0.6717171717171718,-20.400000000000006,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,1
18,1.2,1,176,4,48,61,7,88,98.0,46.7,8,7.4,-2.1,4.4,1.0,4.6,1,89.1,1.0,2.933333333333333,0.4509803921568628,1.0999999999999943,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2
22,5.3,1,101,7,21,64,3,23,72.4,75.5,4,2.9,33.6,5.6,2.6,0.8,3,38.0,1.0,1.6833333333333333,0.3176100628930818,15.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
20,2.5,0,172,10,36,10,9,91,40.8,63.0,10,5.2,30.5,8.4,3.2,2.4,7,65.6,1.0,2.8666666666666667,1.1466666666666667,-25.400000000000006,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
15,3.9,1,148,5,9,86,5,78,54.4,45.7,5,7.2,33.0,7.7,3.0,1.9,7,59.8,1.0,2.466666666666667,0.6324786324786326,-18.200000000000003,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
17,1.4,1,92,2,19,48,10,36,33.7,54.6,4,8.2,3.5,4.4,0.7,4.1,9,32.2,1.0,1.5333333333333334,1.0952380952380953,-3.799999999999997,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0
22,1.6,0,33,6,95,16,3,41,40.6,76.8,1,9.7,32.7,5.4,0.9,2.4,8,39.4,1.0,0.55,0.34375,-1.6000000000000014,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0
15,6.0,1,139,4,72,14,6,57,99.9,84.9,8,8.7,37.1,5.0,1.5,4.6,2,68.5,1.0,2.316666666666667,0.3861111111111111,11.5,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
23,4.6,1,38,6,49,26,8,50,94.1,70.7,2,1.4,37.5,5.9,3.1,1.4,1,50.9,1.0,0.6333333333333333,0.13768115942028986,0.8999999999999986,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1
22,5.8,0,95,1,30,116,8,68,93.1,70.5,10,2.6,-12.5,8.9,1.0,1.2,5,70.9,1.0,1.5833333333333333,0.2729885057471264,2.9000000000000057,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1
23,2.1,0,5,1,43,9,4,71,30.1,78.7,5,7.1,29.4,6.9,1.7,2.9,1,42.8,1.0,0.08333333333333333,0.03968253968253968,-28.200000000000003,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
18,1.4,0,80,4,30,79,4,57,61.5,48.9,10,1.7,0.2,4.8,2.1,0.2,1,56.3,1.0,1.3333333333333333,0.9523809523809524,-0.7000000000000028,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
15,3.3,0,31,7,91,100,9,68,84.7,50.7,2,10.0,7.0,7.9,4.0,3.3,8,66.7,1.0,0.5166666666666667,0.1565656565656566,-1.2999999999999972,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
17,3.2,0,135,7,74,27,10,46,45.9,97.6,5,5.2,19.3,6.9,2.0,3.8,9,47.0,1.0,2.25,0.703125,1.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
20,1.5,1,165,1,99,1,2,42,59.4,97.8,4,7.2,25.5,8.3,4.2,1.3,2,49.7,1.0,2.75,0.4509803921568628,7.700000000000003,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0
21,4.5,1,146,5,40,102,9,46,44.3,86.6,10,1.4,34.0,6.4,0.9,1.8,1,62.7,1.0,2.433333333333333,0.5407407407407407,16.700000000000003,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1
16,2.5,0,8,6,3,34,8,33,78.5,87.4,6,4.9,37.5,8.5,1.7,3.3,2,54.3,1.0,0.13333333333333333,0.05333333333333333,21.299999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
14,1.5,1,179,5,13,14,3,22,79.3,45.6,3,3.2,26.2,8.3,2.5,2.8,1,41.3,1.0,2.9833333333333334,0.4509803921568628,19.299999999999997,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
17,2.3,0,155,7,45,58,2,46,49.8,62.2,6,1.9,-5.6,4.3,1.6,3.1,5,55.1,1.0,2.5833333333333335,1.1231884057971016,9.100000000000001,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
15,3.6,0,61,6,53,74,2,81,63.4,67.3,2,7.1,10.5,8.1,1.1,2.8,4,64.1,1.0,1.0166666666666666,0.2824074074074074,-16.900000000000006,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2,1
21,4.5,0,175,5,92,32,1,33,61.6,48.6,3,9.8,0.7,4.6,5.8,2.5,9,39.4,1.0,2.9166666666666665,0.6481481481481481,6.399999999999999,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
17,3.2,1,113,5,91,54,10,63,84.5,41.5,2,3.7,31.9,4.5,3.9,0.2,10,48.5,1.0,1.8833333333333333,0.5885416666666666,-14.5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
15,3.4,1,166,9,88,79,9,44,77.3,53.3,5,9.4,9.7,4.8,0.1,1.9,8,52.5,1.0,2.7666666666666666,0.8137254901960784,8.5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,1
19,1.3,1,18,3,86,74,1,80,34.8,98.0,5,1.0,31.4,8.6,1.1,3.0,8,51.2,1.0,0.3,0.23076923076923075,-28.799999999999997,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1
19,5.5,1,32,9,32,83,2,94,40.6,95.6,8,7.0,38.5,6.5,4.0,4.0,6,58.4,1.0,0.5333333333333333,0.09696969696969697,-35.6,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1,1
23,5.6,0,63,2,29,51,7,71,88.8,54.0,6,5.8,-2.7,5.6,2.1,4.3,5,69.7,1.0,1.05,0.18750000000000003,-1.2999999999999972,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
17,4.3,0,25,10,8,18,5,31,97.6,96.4,7,4.3,-18.2,4.3,3.1,1.8,3,54.2,1.0,0.4166666666666667,0.09689922480620156,23.200000000000003,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
19,0.6,1,172,7,37,38,1,53,74.5,60.4,9,4.8,-7.1,4.6,4.8,3.5,1,56.5,1.0,2.8666666666666667,0.4509803921568628,3.5,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
15,3.5,0,0,6,88,113,4,42,55.5,85.4,4,6.4,18.4,4.9,0.7,0.4,5,40.3,1.0,0.0,0.0,-1.7000000000000028,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,0
23,4.0,1,162,8,81,86,6,38,45.5,62.7,6,6.0,28.5,4.9,3.8,1.8,10,40.8,1.0,2.7,0.675,2.799999999999997,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
15,6.0,0,76,9,42,59,8,20,82.0,42.9,7,5.6,24.9,4.4,2.9,0.8,1,48.5,1.0,1.2666666666666666,0.2111111111111111,28.5,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
23,6.0,1,102,6,6,9,2,93,74.7,97.9,3,9.8,28.2,4.4,1.4,2.4,6,72.6,1.0,1.7,0.2833333333333333,-20.400000000000006,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,1
17,5.2,1,95,2,87,71,10,84,93.6,56.3,8,7.9,35.5,5.5,1.9,3.2,8,80.9,1.0,1.5833333333333333,0.30448717948717946,-3.0999999999999943,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,2
21,0.9,0,172,10,39,65,3,24,93.2,43.2,4,2.6,-6.5,6.7,0.2,4.7,1,49.0,1.0,2.8666666666666667,0.4509803921568628,25.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
20,5.7,1,75,4,84,55,7,76,51.5,99.6,4,9.3,-17.0,6.9,5.9,4.2,3,54.0,1.0,1.25,0.21929824561403508,-22.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
22,3.9,1,32,3,61,6,1,41,86.2,78.4,2,5.4,-0.3,5.4,0.8,0.8,3,55.0,1.0,0.5333333333333333,0.13675213675213677,14.0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2,1
21,4.9,0,81,3,54,89,7,62,47.8,66.7,9,1.1,31.2,4.4,4.5,3.8,3,54.5,1.0,1.35,0.2755102040816326,-7.5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
18,2.7,1,68,5,34,39,1,21,84.7,89.5,9,8.1,23.7,7.0,2.6,2.9,3,47.0,1.0,1.1333333333333333,0.41975308641975306,26.0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,0
15,2.3,0,82,10,42,18,8,92,41.8,83.2,10,4.2,-18.0,7.3,2.8,4.1,7,73.5,1.0,1.3666666666666667,0.5942028985507247,-18.5,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
18,3.0,0,158,1,10,69,6,26,54.3,65.6,10,10.0,-10.7,7.5,3.6,2.4,6,43.3,1.0,2.6333333333333333,0.8777777777777778,17.299999999999997,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
21,1.3,0,105,9,1,96,10,40,36.0,48.9,5,5.9,35.8,8.6,5.5,1.0,8,41.7,1.0,1.75,1.346153846153846,1.7000000000000028,0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
23,2.5,1,101,4,78,118,7,90,50.7,79.8,8,3.4,9.8,4.2,3.4,0.4,9,72.4,1.0,1.6833333333333333,0.6733333333333333,-17.599999999999994,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,1
22,5.2,0,113,7,78,10,2,78,52.3,93.3,8,7.8,18.4,5.1,4.8,1.3,2,62.3,1.0,1.8833333333333333,0.36217948717948717,-15.700000000000003,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
22,0.7,0,142,7,4,51,6,28,76.8,71.0,1,3.5,-14.3,6.9,5.1,1.0,2,39.8,1.0,2.3666666666666667,0.4509803921568628,11.799999999999997,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1,0
14,1.3,1,45,7,39,99,5,59,80.1,73.5,3,1.2,14.6,4.1,3.9,3.1,8,63.2,1.0,0.75,0.5769230769230769,4.200000000000003,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1
22,1.2,0,119,5,79,11,3,92,71.2,90.7,2,1.9,30.8,4.3,3.8,3.2,9,61.6,1.0,1.9833333333333334,0.4509803921568628,-30.4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,1
20,2.7,1,47,4,45,91,9,68,83.9,96.7,5,6.9,34.1,6.0,5.2,2.2,3,63.6,1.0,0.7833333333333333,0.2901234567901234,-4.399999999999999,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1
22,6.0,0,67,4,20,61,5,31,61.6,72.5,3,2.9,7.0,6.9,0.3,2.3,4,40.5,1.0,1.1166666666666667,0.18611111111111112,9.5,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0
21,1.5,1,82,5,8,72,8,92,74.0,42.7,7,3.1,15.2,7.4,3.8,4.3,1,88.5,1.0,1.3666666666666667,0.9111111111111111,-3.5,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2,2
14,1.3,1,84,6,70,22,4,29,55.1,49.1,2,2.3,23.8,5.2,3.1,0.7,8,29.6,1.0,1.4,1.0769230769230769,0.6000000000000014,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
21,5.5,1,125,10,26,39,6,93,66.5,97.0,3,3.3,3.9,7.1,1.6,0.5,8,67.2,1.0,2.0833333333333335,0.37878787878787884,-25.799999999999997,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1
21,5.4,0,167,7,16,69,4,36,39.9,90.0,7,7.8,-2.5,5.8,4.7,0.4,8,37.1,1.0,2.783333333333333,0.5154320987654321,1.1000000000000014,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
24,0.7,1,120,5,65,49,4,23,72.8,78.1,3,5.6,-14.7,6.8,1.8,2.4,2,31.8,1.0,2.0,0.4509803921568628,8.8,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
16,4.6,1,128,9,25,63,9,83,44.3,68.1,3,2.9,-8.3,7.3,4.7,3.9,8,60.8,1.0,2.1333333333333333,0.463768115942029,-22.200000000000003,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,1
14,4.1,0,19,9,71,18,5,35,62.3,64.7,5,3.2,39.0,5.3,5.5,3.3,9,40.0,1.0,0.31666666666666665,0.07723577235772358,5.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0
21,4.7,0,149,1,44,83,1,68,76.6,42.6,1,4.4,32.3,5.8,3.4,0.4,4,56.6,1.0,2.4833333333333334,0.5283687943262412,-11.399999999999999,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1,1
16,3.2,0,64,5,54,17,7,46,59.9,92.1,3,10.0,0.8,6.8,4.8,2.5,5,42.6,1.0,1.0666666666666667,0.3333333333333333,-3.3999999999999986,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0
16,6.0,1,142,2,39,26,3,25,45.6,62.4,2,2.6,29.8,5.2,1.6,0.2,7,43.5,1.0,2.3666666666666667,0.39444444444444443,18.5,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,0
14,0.7,1,60,4,15,96,3,28,76.6,71.1,2,8.2,25.9,8.7,0.9,0.6,4,46.7,1.0,1.0,1.4285714285714286,18.700000000000003,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2,0
24,1.8,0,78,7,83,92,6,77,89.7,72.3,3,8.8,38.1,7.6,3.4,1.0,8,65.0,1.0,1.3,0.7222222222222222,-12.0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,1
18,2.7,0,13,10,95,72,3,51,65.0,90.3,2,9.6,-17.6,7.1,2.6,2.1,5,46.1,1.0,0.21666666666666667,0.08024691358024691,-4.899999999999999,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0
23,3.0,0,68,6,31,108,1,57,69.0,51.8,3,6.4,14.7,7.6,2.5,1.8,1,46.4,1.0,1.1333333333333333,0.37777777777777777,-10.600000000000001,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
20,5.6,0,121,7,34,43,6,49,57.4,68.5,5,1.9,22.0,5.2,0.8,3.4,9,51.5,1.0,2.0166666666666666,0.3601190476190476,2.5,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
23,3.6,1,48,3,63,57,7,97,70.8,97.4,10,1.2,29.8,4.0,5.6,3.8,8,79.9,1.0,0.8,0.22222222222222224,-17.099999999999994,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2,2
22,0.7,1,133,5,63,61,5,64,64.7,82.6,10,5.0,28.2,7.2,0.6,4.5,4,74.1,1.0,2.216666666666667,0.4509803921568628,10.099999999999994,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2,1
20,2.7,0,168,6,14,49,1,48,82.3,63.9,7,4.2,-3.4,8.8,1.7,3.0,4,62.0,1.0,2.8,1.037037037037037,14.0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,1
